Frame, Time, HP, Atk, Def, SpD, SpD, Spe
80972, 22:29.53, 22, 13, 15, A, B, 26
80973, 22:29.55, 26, B, 28, A, A, 0
80974, 22:29.56, 0, 12, 16, A, A, 24
80975, 22:29.58, 24, A, 29, 2, A, A
80976, 22:29.60, 19, A, 12, B, 24, 18
80977, 22:29.61, A, 17, 24, B, 25, B
80978, 22:29.63, 23, B, 25, B, 21, 11
80979, 22:29.65, B, 22, 21, 21, A, B
80980, 22:29.66, B, 21, 12, A, B, 30
80981, 22:29.68, 30, A, 20, B, A, 26
80982, 22:29.70, 26, A, 16, 11, A, 22
80983, 22:29.71, 22, 11, 5, 25, A, A
80984, 22:29.73, A, A, 1, A, 7, 3
80985, 22:29.75, 3, A, A, 9, 13, 11
80986, 22:29.76, A, A, 13, 9, 15, A
80987, 22:29.78, 28, A, A, 24, 29, 29
80988, 22:29.80, A, A, 29, 5, 13, A
80989, 22:29.81, A, A, 13, A, 1, 20
80990, 22:29.83, 20, 30, 1, A, 31, 8
80991, 22:29.85, 8, 20, A, B, A, 4
80992, 22:29.86, A, 15, 15, A, 20, B
80993, 22:29.88, 28, B, 20, B, 15, A
80994, 22:29.90, 14, 12, B, A, B, 26
80995, 22:29.91, 26, A, B, B, 2, 18
80996, 22:29.93, 18, 24, 2, 26, A, A
80997, 22:29.95, 14, A, A, 22, 31, A
80998, 22:29.96, 0, B, 31, A, 17, 27
80999, 22:29.98, 27, A, 17, A, B, 4
81000, 22:30.00, 4, B, 15, B, 14, A
81001, 22:30.01, 25, 13, B, 6, 27, B
81002, 22:30.03, 5, A, B, B, 24, 24
81003, 22:30.05, 24, 13, 24, 22, 16, B
81004, 22:30.06, A, 22, 16, 16, 15, A
81005, 22:30.08, 16, 16, A, B, 23, B
81006, 22:30.10, 17, B, 23, 20, B, 12
81007, 22:30.11, B, 20, B, B, 10, 21
81008, 22:30.13, 21, B, 10, B, 21, A
81009, 22:30.15, B, 29, 21, A, A, 22
81010, 22:30.16, 22, 30, 15, 10, B, A
81011, 22:30.18, 31, B, 23, A, 27, 6
81012, 22:30.20, 6, A, 27, 19, 16, B
81013, 22:30.21, 21, 19, 16, A, A, A
81014, 22:30.23, A, B, 14, 29, 23, A
81015, 22:30.25, 15, 29, 23, B, A, B
81016, 22:30.26, B, 26, 1, A, 2, 16
81017, 22:30.28, B, 26, 2, A, 10, A
81018, 22:30.30, A, 12, 10, 6, A, A
81019, 22:30.31, 12, A, A, 28, 5, 2
81020, 22:30.33, 2, A, 5, A, 20, A
81021, 22:30.35, 26, B, A, 20, 13, 17
81022, 22:30.36, 17, A, A, 28, 14, B
81023, 22:30.38, 9, 28, 14, B, 1, 8
81024, 22:30.40, 8, B, A, 16, 3, A
81025, 22:30.41, 6, A, 3, B, A, 24
81026, 22:30.43, 24, 23, 1, 25, A, B
81027, 22:30.45, A, 25, B, B, 15, 14
81028, 22:30.46, 14, 28, 15, A, B, 17
81029, 22:30.48, 17, 21, 28, B, A, 28
81030, 22:30.50, A, 9, 17, A, A, 21
81031, 22:30.51, 21, A, 13, B, A, 18
81032, 22:30.53, 18, B, 19, 3, 14, B
81033, 22:30.55, 22, 3, 14, B, 8, B
81034, 22:30.56, B, 31, 8, 9, B, 15
81035, 22:30.58, 15, 9, B, B, 16, B
81036, 22:30.60, 2, 19, 16, B, A, 0
81037, 22:30.61, 0, 12, A, 21, 26, B
81038, 22:30.63, 10, 21, 26, 20, B, B
81039, 22:30.65, 3, 20, 25, A, 24, B
81040, 22:30.66, 29, B, A, 8, B, 31
81041, 22:30.68, 31, B, A, 27, 19, A
81042, 22:30.70, 29, B, A, 27, 10, 1
81043, 22:30.71, 1, 27, 10, 13, B, A
81044, 22:30.73, B, 13, 14, B, 18, 31
81045, 22:30.75, 31, A, 18, 2, 8, B
81046, 22:30.76, B, A, 8, 11, 16, B
81047, 22:30.78, 20, 11, 16, 26, B, A
81048, 22:30.80, 9, 26, A, 22, B, A
81049, 22:30.81, 22, A, A, 4, 0, B
81050, 22:30.83, 9, 4, 0, A, A, 20
81051, 22:30.85, A, 6, 28, B, 29, A
81052, 22:30.86, 23, 21, 29, A, B, A
81053, 22:30.88, B, 9, 6, A, A, 24
81054, 22:30.90, A, 27, 15, 29, A, A
81055, 22:30.91, 31, B, 22, A, A, 22
81056, 22:30.93, 22, B, 20, 26, 30, B
81057, 22:30.95, B, 26, 30, B, 2, B
81058, 22:30.96, 14, B, 2, B, B, 9
81059, 22:30.98, B, 12, 7, 18, A, B
81060, 22:31.00, 28, B, 2, 24, A, 28
81061, 22:31.01, 28, A, 7, 17, A, 22
81062, 22:31.03, 22, A, 31, A, 25, 15
81063, 22:31.05, 15, 6, A, B, 12, A
81064, 22:31.06, A, B, 12, 10, 20, 31
81065, 22:31.08, B, B, 20, A, 24, 15
81066, 22:31.10, 15, 2, 24, B, A, A
81067, 22:31.11, A, A, 31, 16, B, 18
81068, 22:31.13, 18, B, B, 12, 13, 16
81069, 22:31.15, 16, B, 13, 27, B, 18
81070, 22:31.16, 18, 27, B, 22, A, 3
81071, 22:31.18, 3, 22, A, B, 2, B
81072, 22:31.20, 19, 22, 2, 31, A, B
81073, 22:31.21, 28, A, B, 0, B, 20
81074, 22:31.23, 20, 0, 27, 3, B, B
81075, 22:31.25, A, 3, B, 1, A, 5
81076, 22:31.26, 5, B, 23, A, 4, B
81077, 22:31.28, 5, 6, 4, 29, A, 8
81078, 22:31.30, B, A, 22, B, 19, 13
81079, 22:31.31, 13, 7, 19, B, A, B
81080, 22:31.33, 27, 17, B, A, 4, B
81081, 22:31.35, 28, 1, 4, 3, B, B
81082, 22:31.36, 7, 3, A, B, A, 30
81083, 22:31.38, 30, A, 2, A, 10, 5
81084, 22:31.40, 5, 2, 10, 3, A, A
81085, 22:31.41, 22, A, 19, A, 29, 19
81086, 22:31.43, 19, A, 29, 18, A, A
81087, 22:31.45, 19, 18, A, B, 25, A
81088, 22:31.46, 22, B, 25, B, 0, 25
81089, 22:31.48, 25, A, B, 19, 31, 24
81090, 22:31.50, 24, 19, B, 18, 1, B
81091, 22:31.51, 12, B, A, 0, 26, B
81092, 22:31.53, 6, A, B, 19, 18, B
81093, 22:31.55, 22, 19, 18, 11, 3, B
81094, 22:31.56, 20, 11, A, 1, B, B
81095, 22:31.58, 17, B, B, 8, 8, 25
81096, 22:31.60, 25, 8, B, 6, A, 28
81097, 22:31.61, 28, 6, B, A, 30, A
81098, 22:31.63, 25, A, A, 29, 21, B
81099, 22:31.65, 11, B, 21, B, 6, 0
81100, 22:31.66, 0, B, 6, B, 24, 11
81101, 22:31.68, 11, 9, 24, B, B, B
81102, 22:31.70, 17, 0, B, B, A, 21
81103, 22:31.71, 21, 3, 7, 20, A, 30
81104, 22:31.73, 30, A, 30, 13, 18, B
81105, 22:31.75, 6, B, B, 23, 11, A
81106, 22:31.76, 3, B, 11, B, 4, B
81107, 22:31.78, 19, 2, B, 9, 1, A
81108, 22:31.80, 15, 9, B, 16, B, 13
81109, 22:31.81, 13, A, 22, 5, A, 20
81110, 22:31.83, 20, A, A, 2, 18, 2
81111, 22:31.85, 2, A, 18, 25, B, A
81112, 22:31.86, A, B, 21, 15, B, 11
81113, 22:31.88, 11, B, 0, B, 28, 15
81114, 22:31.90, B, 27, B, 7, 31, A
81115, 22:31.91, 16, 7, A, B, B, 19
81116, 22:31.93, 19, B, 8, 1, 16, B
81117, 22:31.95, 12, 1, 16, B, 11, B
81118, 22:31.96, 8, B, 11, B, A, 13
81119, 22:31.98, 13, A, 13, B, 10, B
81120, 22:32.00, 15, 6, 10, 31, B, B
81121, 22:32.01, 17, A, B, 24, 23, 30
81122, 22:32.03, 30, A, 23, 25, A, 3
81123, 22:32.05, 3, 25, A, A, 14, A
81124, 22:32.06, 17, 8, 14, B, 31, A
81125, 22:32.08, 7, A, 31, A, 22, 0
81126, 22:32.10, 0, A, B, 16, 20, 3
81127, 22:32.11, A, 16, 20, 31, A, B
81128, 22:32.13, 1, 31, B, B, 21, 22
81129, 22:32.15, 22, B, B, 15, 3, 18
81130, 22:32.16, B, 15, 3, B, 14, A
81131, 22:32.18, B, 0, 14, A, A, 17
81132, 22:32.20, 17, 30, 24, 25, B, A
81133, 22:32.21, 22, B, 19, B, A, 16
81134, 22:32.23, 16, B, 31, B, 18, 1
81135, 22:32.25, 1, 6, 18, B, A, 7
81136, 22:32.26, 7, 26, A, B, 11, A
81137, 22:32.28, 7, A, 11, 9, A, A
81138, 22:32.30, 18, A, 29, A, A, 18
81139, 22:32.31, 18, A, 0, B, A, 31
81140, 22:32.33, 31, 26, 17, A, B, 1
81141, 22:32.35, 1, 5, B, B, 26, A
81142, 22:32.36, 17, 9, 26, B, B, 26
81143, 22:32.38, 26, 12, 11, B, 26, 14
81144, 22:32.40, 14, 8, 26, 18, B, B
81145, 22:32.41, 10, 18, 22, B, B, B
81146, 22:32.43, 10, B, 17, 18, B, A
81147, 22:32.45, 19, A, 15, 4, B, A
81148, 22:32.46, 10, A, 17, 10, A, A
81149, 22:32.48, 7, A, A, 24, 17, A
81150, 22:32.50, 1, A, A, 25, A, 21
81151, 22:32.51, 21, A, 26, A, 9, 9
81152, 22:32.53, A, A, 9, 17, A, 21
81153, 22:32.55, 21, A, A, 27, A, 8
81154, 22:32.56, A, A, 26, 13, 26, 20
81155, 22:32.58, 20, 13, A, B, 16, A
81156, 22:32.60, 8, A, A, 12, B, 24
81157, 22:32.61, B, B, 22, 15, 20, A
81158, 22:32.63, 0, 15, A, B, B, 12
81159, 22:32.65, 12, B, B, 21, 20, 14
81160, 22:32.66, 14, B, 20, 9, A, 20
81161, 22:32.68, 20, 9, 6, B, 30, A
81162, 22:32.70, 0, A, 30, 4, B, 27
81163, 22:32.71, 27, A, 3, B, 1, 16
81164, 22:32.73, 16, 7, 1, A, B, B
81165, 22:32.75, 27, A, B, 31, 8, B
81166, 22:32.76, 21, 31, 8, A, B, 15
81167, 22:32.78, 15, B, 12, B, 14, 22
81168, 22:32.80, 22, B, 14, 24, 19, B
81169, 22:32.81, 6, 24, B, 2, B, B
81170, 22:32.83, 9, 2, 24, 22, A, B
81171, 22:32.85, 31, 22, 28, 9, A, A
81172, 22:32.86, 30, A, 6, 3, A, A
81173, 22:32.88, 9, 3, A, B, A, 7
81174, 22:32.90, 7, B, 4, B, 10, A
81175, 22:32.91, B, 24, 10, B, 31, 31
81176, 22:32.93, 31, 23, B, B, B, 1
81177, 22:32.95, B, B, 5, 0, 28, A
81178, 22:32.96, 30, 0, 28, 22, A, A
81179, 22:32.98, 14, 22, 13, A, A, A
81180, 22:33.00, 18, 18, 18, B, A, 15
81181, 22:33.01, 15, B, 8, A, 7, 5
81182, 22:33.03, 5, A, A, B, 29, 19
81183, 22:33.05, 19, A, 29, A, 4, A
81184, 22:33.06, A, B, A, 18, 4, 10
81185, 22:33.08, 10, 18, B, A, 9, A
81186, 22:33.10, 30, 20, A, A, 6, 8
81187, 22:33.11, 8, 29, A, A, 10, A
81188, 22:33.13, 17, 27, A, A, 3, A
81189, 22:33.15, 16, B, 3, 20, 24, A
81190, 22:33.16, 30, 20, A, B, B, 22
81191, 22:33.18, B, B, 23, A, 16, 5
81192, 22:33.20, B, 20, 16, 22, 7, A
81193, 22:33.21, 30, 22, A, 31, 25, A
81194, 22:33.23, 12, A, 25, A, 14, A
81195, 22:33.25, 2, A, 14, A, 12, 2
81196, 22:33.26, A, B, 12, 18, A, 1
81197, 22:33.28, A, B, 20, B, 14, 9
81198, 22:33.30, 9, A, 14, B, 14, 6
81199, 22:33.31, 6, A, 14, B, B, 18
81200, 22:33.33, 18, 26, B, A, A, 12
81201, 22:33.35, 12, A, 13, A, B, 16
81202, 22:33.36, 16, 11, 21, 7, A, A
81203, 22:33.38, 4, B, A, A, 21, 19
81204, 22:33.40, 19, A, 21, B, A, 11
81205, 22:33.41, 11, B, A, B, 15, 30
81206, 22:33.43, 30, 28, 15, A, B, 23
81207, 22:33.45, 23, 23, B, A, 5, 0
81208, 22:33.46, 0, 0, 5, 5, B, B
81209, 22:33.48, 24, 5, A, 18, A, B
81210, 22:33.50, 20, B, 12, A, A, 11
81211, 22:33.51, 11, A, A, 4, B, 18
81212, 22:33.53, A, 4, B, A, 6, 13
81213, 22:33.55, 13, B, 6, 14, 4, A
81214, 22:33.56, A, 14, 4, 27, B, 14
81215, 22:33.58, 14, B, B, 11, B, 3
81216, 22:33.60, 3, 11, B, 28, B, 26
81217, 22:33.61, 26, 28, B, 0, 22, A
81218, 22:33.63, 8, 0, 22, A, B, 7
81219, 22:33.65, 7, A, 23, 14, B, A
81220, 22:33.66, 20, A, 0, 26, A, 23
81221, 22:33.68, 23, 26, 23, 6, A, 1
81222, 22:33.70, 1, 6, A, A, 4, A
81223, 22:33.71, 7, 29, 4, B, A, 17
81224, 22:33.73, 17, B, 7, B, 9, 28
81225, 22:33.75, B, A, 9, B, 14, 31
81226, 22:33.76, B, 21, 14, 9, B, 30
81227, 22:33.78, 30, 9, B, A, B, 18
81228, 22:33.80, 18, B, 30, 8, B, 16
81229, 22:33.81, 16, B, 2, 4, B, 20
81230, 22:33.83, B, 4, 24, 6, B, 15
81231, 22:33.85, 15, B, B, 22, B, 3
81232, 22:33.86, 3, 22, 8, 4, B, A
81233, 22:33.88, 0, B, 17, A, A, 15
81234, 22:33.90, 15, 15, 31, 2, B, A
81235, 22:33.91, 7, A, B, 17, 14, A
81236, 22:33.93, 7, B, 14, A, 17, B
81237, 22:33.95, 17, B, 17, A, 25, A
81238, 22:33.96, B, B, 25, 26, 10, 11
81239, 22:33.98, 11, 26, 10, 24, B, B
81240, 22:34.00, 24, A, B, 28, 23, B
81241, 22:34.01, 24, B, 23, 6, 6, A
81242, 22:34.03, 21, 6, A, 29, B, 16
81243, 22:34.05, 16, B, 12, B, A, 19
81244, 22:34.06, 19, A, 29, 16, 28, B
81245, 22:34.08, 8, 16, 28, B, A, 13
81246, 22:34.10, 13, 17, 3, A, 18, B
81247, 22:34.11, 15, 9, B, A, A, 18
81248, 22:34.13, 18, 14, 6, A, A, B
81249, 22:34.15, 12, A, A, 23, 2, B
81250, 22:34.16, 15, A, B, A, 28, 25
81251, 22:34.18, 25, A, 28, 13, 13, A
81252, 22:34.20, 26, 13, 13, A, A, 22
81253, 22:34.21, 22, B, A, 0, A, 17
81254, 22:34.23, 17, B, 9, B, 6, A
81255, 22:34.25, 8, 6, B, B, 20, 24
81256, 22:34.26, 24, 11, B, B, 14, A
81257, 22:34.28, B, 25, 14, A, A, 0
81258, 22:34.30, 0, 4, 8, 20, B, A
81259, 22:34.31, 22, B, 24, B, A, 6
81260, 22:34.33, 6, B, 23, B, 17, B
81261, 22:34.35, B, 15, 17, B, B, 31
81262, 22:34.36, B, 0, 17, 24, B, A
81263, 22:34.38, 19, B, A, 25, 26, B
81264, 22:34.40, 18, 25, 26, 10, A, A
81265, 22:34.41, 10, A, A, 24, B, 15
81266, 22:34.43, 15, 24, 17, A, A, A
81267, 22:34.45, 17, A, A, 18, A, 1
81268, 22:34.46, 1, A, A, 16, A, 3
81269, 22:34.48, A, A, 4, 9, 31, 16
81270, 22:34.50, A, 9, 31, A, 3, 3
81271, 22:34.51, 3, A, A, 26, 22, A
81272, 22:34.53, 16, B, 22, A, 2, 8
81273, 22:34.55, A, 22, B, A, 28, 8
81274, 22:34.56, 8, 15, 28, B, 19, 6
81275, 22:34.58, 6, 11, A, 4, B, B
81276, 22:34.60, B, B, 4, 14, 23, B
81277, 22:34.61, 8, 14, 23, 1, B, A
81278, 22:34.63, 2, A, 31, B, 10, A
81279, 22:34.65, 30, A, A, 14, A, 3
81280, 22:34.66, 3, A, 19, A, 0, A
81281, 22:34.68, 8, 28, 0, A, 3, A
81282, 22:34.70, A, A, 3, A, 0, 5
81283, 22:34.71, 5, 19, A, A, A, 11
81284, 22:34.73, 11, 29, 6, A, 22, 20
81285, 22:34.75, A, A, 22, B, 18, 22
81286, 22:34.76, 22, A, A, 9, 4, 0
81287, 22:34.78, B, 9, A, B, 29, 2
81288, 22:34.80, 2, 21, A, 21, B, 22
81289, 22:34.81, B, A, B, 11, 2, 22
81290, 22:34.83, 22, B, 2, 22, A, A
81291, 22:34.85, A, 22, 26, A, A, 6
81292, 22:34.86, 6, A, 14, A, A, 11
81293, 22:34.88, 11, A, 18, B, 4, 16
81294, 22:34.90, 16, B, A, B, 6, 23
81295, 22:34.91, B, 13, 6, A, B, 7
81296, 22:34.93, 7, 21, B, A, B, 18
81297, 22:34.95, 18, 10, B, 16, A, 22
81298, 22:34.96, 22, 16, 24, A, B, 10
81299, 22:34.98, 10, A, 9, 1, B, A
81300, 22:35.00, 10, A, A, 13, 0, 7
81301, 22:35.01, 7, A, 0, A, B, 27
81302, 22:35.03, 27, 12, 1, A, A, A
81303, 22:35.05, 6, 16, A, B, 13, 15
81304, 22:35.06, 15, 29, 13, A, A, 16
81305, 22:35.08, B, 5, A, B, 19, 20
81306, 22:35.10, 20, 30, A, 6, B, 21
81307, 22:35.11, B, 6, 18, B, B, 22
81308, 22:35.13, 22, B, B, 27, A, 22
81309, 22:35.15, 22, 27, 10, B, B, 2
81310, 22:35.16, 2, A, 18, 30, 4, A
81311, 22:35.18, 3, 30, 4, B, B, 30
81312, 22:35.20, 30, 9, 5, 7, 3, A
81313, 22:35.21, B, A, A, 18, 29, 15
81314, 22:35.23, 15, A, 29, 19, 14, B
81315, 22:35.25, 21, A, B, 1, 27, 14
81316, 22:35.26, 14, B, 27, B, A, 25
81317, 22:35.28, A, 1, 29, 10, A, B
81318, 22:35.30, B, 10, 27, B, A, 25
81319, 22:35.31, 25, 6, 21, B, A, 24
81320, 22:35.33, B, 7, 17, B, 31, A
81321, 22:35.35, 2, B, 31, 15, A, B
81322, 22:35.36, B, 15, 10, A, 23, B
81323, 22:35.38, 30, B, A, 17, 19, A
81324, 22:35.40, 27, 17, 19, A, 28, B
81325, 22:35.41, 6, A, 28, B, B, 17
81326, 22:35.43, 17, 12, B, A, 10, B
81327, 22:35.45, 6, 15, B, A, 2, A
81328, 22:35.46, 9, 25, 2, A, A, A
81329, 22:35.48, 1, A, 7, B, 17, A
81330, 22:35.50, 14, 2, B, B, 1, A
81331, 22:35.51, 26, 25, 1, B, B, 9
81332, 22:35.53, 9, B, 10, B, 24, A
81333, 22:35.55, B, 16, 24, 1, B, A
81334, 22:35.56, 6, 1, 0, B, 4, B
81335, 22:35.58, 30, A, 4, 25, 25, B
81336, 22:35.60, 30, 25, 25, A, 29, A
81337, 22:35.61, 25, 29, 29, A, 2, A
81338, 22:35.63, 3, 7, 2, A, A, A
81339, 22:35.65, 5, 21, 20, B, A, 8
81340, 22:35.66, 8, A, 22, B, 14, 25
81341, 22:35.68, 25, 31, B, A, A, 21
81342, 22:35.70, A, A, 27, 23, B, 6
81343, 22:35.71, 6, B, 22, A, 21, 10
81344, 22:35.73, 10, 2, B, A, 14, B
81345, 22:35.75, 0, A, 14, B, A, 26
81346, 22:35.76, 26, A, A, 17, 12, A
81347, 22:35.78, 15, A, 12, B, A, 12
81348, 22:35.80, 12, B, 16, B, 2, 14
81349, 22:35.81, 14, 29, B, B, 5, B
81350, 22:35.83, 31, 22, B, B, 28, A
81351, 22:35.85, B, 0, 28, 12, A, B
81352, 22:35.86, 2, A, 6, 19, B, B
81353, 22:35.88, 2, A, 28, 17, B, 6
81354, 22:35.90, 6, 17, 30, 20, B, B
81355, 22:35.91, 29, B, 23, A, 15, B
81356, 22:35.93, 13, B, 15, B, 8, 11
81357, 22:35.95, 11, 16, 8, 8, B, A
81358, 22:35.96, B, 8, 10, 6, A, B
81359, 22:35.98, 7, 6, 24, B, B, 1
81360, 22:36.00, 1, B, 10, B, 11, 30
81361, 22:36.01, 30, B, 11, 23, A, 29
81362, 22:36.03, 29, 23, B, 5, 4, A
81363, 22:36.05, 9, A, 4, 28, 28, B
81364, 22:36.06, 7, B, 28, B, 4, 10
81365, 22:36.08, 10, B, B, 20, 28, B
81366, 22:36.10, B, 20, 28, 4, 18, B
81367, 22:36.11, B, 4, B, 8, A, 5
81368, 22:36.13, 5, A, 6, 18, 20, B
81369, 22:36.15, 10, A, 20, 26, B, 28
81370, 22:36.16, 28, 26, 13, A, 2, B
81371, 22:36.18, 29, 27, A, 19, A, B
81372, 22:36.20, 27, A, A, 1, A, 25
81373, 22:36.21, 25, A, 1, 29, 21, 3
81374, 22:36.23, 3, B, 21, 6, 0, A
81375, 22:36.25, A, B, 0, 23, 4, B
81376, 22:36.26, 15, B, 4, B, 24, 11
81377, 22:36.28, 11, 30, 24, B, A, 0
81378, 22:36.30, 0, 24, 4, A, 29, A
81379, 22:36.31, 28, 25, 29, 24, B, A
81380, 22:36.33, 12, A, B, B, 18, 26
81381, 22:36.35, 26, B, 18, B, B, 19
81382, 22:36.36, 19, 5, 19, B, 8, B
81383, 22:36.38, 9, B, 8, B, B, 7
81384, 22:36.40, 7, 10, B, 26, B, A
81385, 22:36.41, 30, A, 31, 19, A, 14
81386, 22:36.43, 14, 19, 13, 27, A, B
81387, 22:36.45, 25, B, 2, A, A, 3
81388, 22:36.46, 3, B, 6, A, 23, 1
81389, 22:36.48, 1, 2, A, 26, A, B
81390, 22:36.50, 31, 26, B, A, 22, 1
81391, 22:36.51, 1, A, 22, 27, B, A
81392, 22:36.53, A, 27, 26, 23, A, B
81393, 22:36.55, 18, B, B, 27, 1, 13
81394, 22:36.56, 13, B, 1, 13, B, B
81395, 22:36.58, 30, 13, B, 16, B, B
81396, 22:36.60, 12, 16, B, B, A, 25
81397, 22:36.61, 25, 4, 2, 22, B, A
81398, 22:36.63, 0, B, 25, 29, A, 8
81399, 22:36.65, 8, A, 2, A, B, 11
81400, 22:36.66, 11, 0, 8, A, A, A
81401, 22:36.68, 11, A, 13, A, A, 7
81402, 22:36.70, 7, B, 14, 0, A, 7
81403, 22:36.71, 7, 0, 2, A, 23, B
81404, 22:36.73, 22, B, 23, B, 3, A
81405, 22:36.75, 31, B, 3, A, B, 20
81406, 22:36.76, B, A, 1, 5, 15, 4
81407, 22:36.78, 4, B, 15, 9, B, 22
81408, 22:36.80, 22, 9, 31, A, B, A
81409, 22:36.81, 0, A, 15, 20, 16, A
81410, 22:36.83, 11, A, 16, 26, A, B
81411, 22:36.85, 4, A, B, A, 27, 23
81412, 22:36.86, 23, A, 27, A, 28, B
81413, 22:36.88, 5, 6, 28, A, 6, A
81414, 22:36.90, 28, 20, A, B, 24, 17
81415, 22:36.91, 17, 14, 24, B, B, 16
81416, 22:36.93, B, B, 31, 23, 22, B
81417, 22:36.95, 30, 23, 22, B, 23, A
81418, 22:36.96, 13, 24, 23, A, 28, A
81419, 22:36.98, 26, 14, 28, A, 17, A
81420, 22:37.00, 6, B, 17, 24, 12, A
81421, 22:37.01, 16, B, 12, 10, B, 29
81422, 22:37.03, 29, 10, B, B, 26, 29
81423, 22:37.05, 29, 25, B, B, B, 17
81424, 22:37.06, 17, 26, 2, B, A, 4
81425, 22:37.08, 4, 16, 5, 23, A, A
81426, 22:37.10, 4, 23, 9, 17, B, A
81427, 22:37.11, 2, B, B, 3, A, 31
81428, 22:37.13, 31, B, 21, B, 18, 27
81429, 22:37.15, 27, 20, B, 18, A, 31
81430, 22:37.16, 31, 18, B, A, 10, B
81431, 22:37.18, 11, 1, B, 26, B, A
81432, 22:37.20, 24, B, 28, B, 16, B
81433, 22:37.21, 4, 29, B, 13, B, A
81434, 22:37.23, B, 13, 12, 7, 20, A
81435, 22:37.25, 9, 7, 20, 17, A, 3
81436, 22:37.26, 3, B, A, 28, 28, 18
81437, 22:37.28, 18, 28, B, B, A, 17
81438, 22:37.30, B, 30, 30, A, B, 17
81439, 22:37.31, 17, 12, B, 25, 24, B
81440, 22:37.33, 7, 25, 24, A, A, B
81441, 22:37.35, 8, 10, 17, B, 18, B
81442, 22:37.36, 2, A, 18, 31, B, A
81443, 22:37.38, B, A, 24, 20, 27, A
81444, 22:37.40, 21, 20, 27, 17, B, A
81445, 22:37.41, A, 17, 19, B, 4, B
81446, 22:37.43, 2, B, 4, 4, 21, B
81447, 22:37.45, 25, 4, 21, B, 30, B
81448, 22:37.46, B, 21, B, 13, 3, B
81449, 22:37.48, 11, B, 3, 2, 14, A
81450, 22:37.50, 10, A, 14, 3, A, 8
81451, 22:37.51, 8, 3, 5, 15, A, B
81452, 22:37.53, 29, B, 6, 11, 19, 1
81453, 22:37.55, 1, A, 19, 30, B, 9
81454, 22:37.56, B, 30, 24, 9, 5, B
81455, 22:37.58, 3, B, A, 2, 27, B
81456, 22:37.60, 25, B, 27, B, B, 28
81457, 22:37.61, 28, B, 29, 21, A, B
81458, 22:37.63, B, 21, 2, A, 11, A
81459, 22:37.65, 29, 11, 11, 11, 31, A
81460, 22:37.66, 9, A, 31, B, 29, 24
81461, 22:37.68, 24, 7, 29, A, B, 31
81462, 22:37.70, 31, A, 3, B, 8, A
81463, 22:37.71, 1, A, A, 15, A, 21
81464, 22:37.73, 21, 15, 11, B, 26, A
81465, 22:37.75, 30, A, 26, 16, B, 18
81466, 22:37.76, B, 16, 1, A, A, 12
81467, 22:37.78, A, 22, 24, 26, 2, A
81468, 22:37.80, 7, 26, A, B, 26, A
81469, 22:37.81, 26, B, 26, 16, A, B
81470, 22:37.83, 0, A, 13, B, 21, 26
81471, 22:37.85, 26, 21, B, 6, A, B
81472, 22:37.86, 9, 6, B, A, 21, A
81473, 22:37.88, 10, B, 21, A, 5, A
81474, 22:37.90, 12, A, A, 23, 26, B
81475, 22:37.91, 4, A, 26, A, 19, B
81476, 22:37.93, 13, B, 19, 11, A, 25
81477, 22:37.95, A, 11, 18, 14, 16, B
81478, 22:37.96, B, 14, 16, B, 21, 9
81479, 22:37.98, 9, 28, 21, 18, 22, B
81480, 22:38.00, 12, 18, 22, B, B, 12
81481, 22:38.01, 12, 30, 28, 19, 18, A
81482, 22:38.03, 13, 19, 18, 14, A, 10
81483, 22:38.05, 10, 14, 26, 16, B, A
81484, 22:38.06, 17, 16, B, B, 25, A
81485, 22:38.08, 27, A, 25, B, 11, B
81486, 22:38.10, B, 27, 11, 18, A, 27
81487, 22:38.11, A, 18, 4, 4, 5, A
81488, 22:38.13, 23, A, 5, 3, A, A
81489, 22:38.15, 2, A, 23, 0, A, A
81490, 22:38.16, A, B, 31, 27, 10, 23
81491, 22:38.18, 23, B, A, B, 20, 17
81492, 22:38.20, 17, A, B, B, 13, 24
81493, 22:38.21, 24, 28, 13, B, B, 8
81494, 22:38.23, 8, B, 26, A, A, 20
81495, 22:38.25, 20, A, 10, A, 3, 10
81496, 22:38.26, 10, A, 3, 0, B, 0
81497, 22:38.28, A, 0, 29, B, B, 3
81498, 22:38.30, 3, B, 24, B, B, 23
81499, 22:38.31, B, 18, 11, B, 6, A
81500, 22:38.33, 12, 5, B, 5, B, A
81501, 22:38.35, 31, A, B, 10, A, 10
81502, 22:38.36, 10, A, A, 26, 9, 10
81503, 22:38.38, 10, 26, 9, 17, A, A
81504, 22:38.40, 5, A, A, B, 7, 15
81505, 22:38.41, 15, 5, 7, B, B, 19
81506, 22:38.43, 19, A, 18, B, B, 12
81507, 22:38.45, 12, 14, 31, B, B, A
81508, 22:38.46, 7, 24, 8, A, 23, A
81509, 22:38.48, 18, 3, 23, A, 17, A
81510, 22:38.50, 6, A, 17, 22, 30, A
81511, 22:38.51, 8, 22, A, B, A, 15
81512, 22:38.53, 15, 10, 11, B, B, 9
81513, 22:38.55, 9, B, 15, B, B, 30
81514, 22:38.56, B, 13, 24, 5, 23, A
81515, 22:38.58, 9, 5, A, B, A, 10
81516, 22:38.60, 10, 29, 27, A, A, 6
81517, 22:38.61, 6, A, 19, A, 3, 16
81518, 22:38.63, 16, A, 3, 0, 20, A
